VARIABLES = TIME,e11,e22,e33,e12,e13,e23,s11,s22,s33,s12,s13,s23
  0.15250D+00  0.30500D-02 -0.10260D-02 -0.10260D-02  0.64850D-10  0.77772D-10  0.77746D-11  0.17365D+03  0.14935D-04  0.14935D-04 -0.22666D-16 -0.15315D-14  0.17804D-11
  0.15500D+00  0.31000D-02 -0.10494D-02 -0.10494D-02  0.64848D-10  0.77771D-10  0.77831D-11  0.17418D+03  0.16398D-04  0.16398D-04 -0.14328D-14 -0.40567D-15  0.35270D-11
  0.15750D+00  0.31500D-02 -0.10728D-02 -0.10728D-02  0.64847D-10  0.77769D-10  0.77908D-11  0.17468D+03  0.18101D-04  0.18101D-04  0.32641D-14  0.72704D-16  0.68651D-11
  0.16000D+00  0.32000D-02 -0.10964D-02 -0.10964D-02  0.64845D-10  0.77767D-10  0.77985D-11  0.17515D+03  0.20075D-04  0.20075D-04  0.12080D-14  0.73739D-14  0.53717D-11
  0.16250D+00  0.32500D-02 -0.11201D-02 -0.11201D-02  0.64844D-10  0.77765D-10  0.78070D-11  0.17558D+03  0.22360D-04  0.22360D-04 -0.20360D-14  0.16671D-14 -0.70738D-11
  0.16500D+00  0.33000D-02 -0.11438D-02 -0.11438D-02  0.64842D-10  0.77763D-10  0.78164D-11  0.17597D+03  0.25006D-04  0.25006D-04 -0.13893D-14  0.12292D-14  0.40742D-11
  0.16750D+00  0.33500D-02 -0.11677D-02 -0.11677D-02  0.64841D-10  0.77761D-10  0.78243D-11  0.17632D+03  0.28072D-04  0.28072D-04  0.27403D-14  0.24893D-14  0.97516D-11
  0.17000D+00  0.34000D-02 -0.11918D-02 -0.11918D-02  0.64839D-10  0.77760D-10  0.78327D-11  0.17662D+03  0.31638D-04  0.31638D-04  0.73829D-14  0.29949D-14  0.35332D-11
  0.17250D+00  0.34500D-02 -0.12160D-02 -0.12160D-02  0.64838D-10  0.77758D-10  0.78417D-11  0.17686D+03  0.35802D-04  0.35802D-04  0.35616D-14  0.69057D-15 -0.70321D-11
  0.17500D+00  0.35000D-02 -0.12403D-02 -0.12403D-02  0.64836D-10  0.77756D-10  0.78505D-11  0.17704D+03  0.40690D-04  0.40690D-04  0.20937D-14  0.38871D-14 -0.65400D-11
  0.17750D+00  0.35500D-02 -0.12649D-02 -0.12649D-02  0.64834D-10  0.77754D-10  0.78600D-11  0.17714D+03  0.46468D-04  0.46468D-04 -0.17389D-14 -0.27897D-15 -0.12476D-10
  0.18000D+00  0.36000D-02 -0.12898D-02 -0.12898D-02  0.64833D-10  0.77752D-10  0.78698D-11  0.17716D+03  0.53347D-04  0.53347D-04  0.34691D-14  0.37703D-14  0.20250D-12
  0.18250D+00  0.36500D-02 -0.13148D-02 -0.13148D-02  0.64831D-10  0.77750D-10  0.78797D-11  0.17709D+03  0.61601D-04  0.61601D-04  0.83108D-14  0.85784D-14  0.25582D-11
  0.18500D+00  0.37000D-02 -0.13402D-02 -0.13402D-02  0.64830D-10  0.77748D-10  0.78892D-11  0.17691D+03  0.71580D-04  0.71580D-04  0.10859D-13  0.10220D-13 -0.18036D-10
  0.18750D+00  0.37500D-02 -0.13660D-02 -0.13660D-02  0.64828D-10  0.77746D-10  0.79004D-11  0.17660D+03  0.83712D-04  0.83712D-04  0.65496D-14  0.52983D-14  0.21472D-10
  0.19000D+00  0.38000D-02 -0.13922D-02 -0.13922D-02  0.64826D-10  0.77744D-10  0.79099D-11  0.17615D+03  0.98457D-04  0.98457D-04  0.61610D-14  0.68410D-14  0.32785D-11
  0.19250D+00  0.38500D-02 -0.14189D-02 -0.14189D-02  0.64824D-10  0.77742D-10  0.79206D-11  0.17552D+03  0.11612D-03  0.11612D-03  0.93312D-14  0.11175D-13 -0.47774D-11
  0.19500D+00  0.39000D-02 -0.14461D-02 -0.14461D-02  0.64823D-10  0.77740D-10  0.79315D-11  0.17468D+03  0.13614D-03  0.13614D-03  0.90457D-14  0.10015D-13  0.54629D-11
  0.19750D+00  0.39500D-02 -0.14741D-02 -0.14741D-02  0.64821D-10  0.77738D-10  0.79426D-11  0.17360D+03  0.15481D-03  0.15481D-03  0.10627D-13  0.10463D-13 -0.48748D-11
  0.20000D+00  0.40000D-02 -0.15028D-02 -0.15028D-02  0.64819D-10  0.77735D-10  0.79545D-11  0.17226D+03  0.15810D-03  0.15810D-03  0.69381D-14  0.11030D-13 -0.14307D-10
  0.20250D+00  0.40500D-02 -0.15323D-02 -0.15323D-02  0.64817D-10  0.77733D-10  0.79665D-11  0.17064D+03  0.10386D-03  0.10386D-03  0.45038D-14  0.70333D-14 -0.72314D-11
  0.20500D+00  0.41000D-02 -0.15622D-02 -0.15622D-02  0.64815D-10  0.77731D-10  0.79797D-11  0.16886D+03 -0.83474D-04 -0.83474D-04 -0.50766D-14 -0.60557D-14  0.16520D-10
  0.20750D+00  0.41500D-02 -0.15917D-02 -0.15917D-02  0.64813D-10  0.77729D-10  0.79922D-11  0.16725D+03 -0.34852D-03 -0.34852D-03 -0.28152D-13 -0.20365D-13  0.41536D-11
  0.21000D+00  0.42000D-02 -0.16194D-02 -0.16194D-02  0.64811D-10  0.77726D-10  0.80034D-11  0.16622D+03 -0.40581D-03 -0.40581D-03 -0.20691D-13 -0.33830D-13 -0.66082D-11
  0.21250D+00  0.42500D-02 -0.16452D-02 -0.16452D-02  0.64810D-10  0.77724D-10  0.80155D-11  0.16587D+03 -0.27947D-03 -0.27947D-03 -0.12027D-13 -0.26641D-13 -0.31201D-11
  0.21500D+00  0.43000D-02 -0.16697D-02 -0.16697D-02  0.64808D-10  0.77723D-10  0.80261D-11  0.16601D+03 -0.15074D-03 -0.15074D-03 -0.95473D-14 -0.10617D-13 -0.69123D-11
  0.21750D+00  0.43500D-02 -0.16933D-02 -0.16933D-02  0.64807D-10  0.77721D-10  0.80370D-11  0.16642D+03 -0.66937D-04 -0.66937D-04 -0.12556D-13 -0.39616D-14  0.10270D-10
  0.22000D+00  0.44000D-02 -0.17167D-02 -0.17167D-02  0.64805D-10  0.77719D-10  0.80464D-11  0.16695D+03 -0.19061D-04 -0.19061D-04 -0.85262D-14  0.35201D-14 -0.63439D-11
  0.22250D+00  0.44500D-02 -0.17399D-02 -0.17399D-02  0.64804D-10  0.77717D-10  0.80578D-11  0.16751D+03  0.58349D-05  0.58349D-05  0.75975D-15  0.80117D-14  0.35146D-11
  0.22500D+00  0.45000D-02 -0.17632D-02 -0.17632D-02  0.64802D-10  0.77715D-10  0.80680D-11  0.16807D+03  0.16965D-04  0.16965D-04  0.31304D-14  0.31723D-14 -0.11131D-10
  0.22750D+00  0.45500D-02 -0.17865D-02 -0.17865D-02  0.64801D-10  0.77713D-10  0.80787D-11  0.16860D+03  0.20023D-04  0.20023D-04  0.17456D-14 -0.38134D-14  0.61116D-11
  0.23000D+00  0.46000D-02 -0.18100D-02 -0.18100D-02  0.64799D-10  0.77712D-10  0.80901D-11  0.16909D+03  0.18771D-04  0.18771D-04  0.17582D-14 -0.37422D-14 -0.67520D-11
  0.23250D+00  0.46500D-02 -0.18335D-02 -0.18335D-02  0.64798D-10  0.77710D-10  0.81007D-11  0.16955D+03  0.15563D-04  0.15563D-04  0.13939D-14  0.23071D-14  0.13295D-10
  0.23500D+00  0.47000D-02 -0.18571D-02 -0.18571D-02  0.64796D-10  0.77708D-10  0.81118D-11  0.16998D+03  0.11829D-04  0.11829D-04  0.55661D-14  0.55120D-14 -0.73899D-12
  0.23750D+00  0.47500D-02 -0.18808D-02 -0.18808D-02  0.64795D-10  0.77706D-10  0.81225D-11  0.17039D+03  0.83640D-05  0.83640D-05  0.80334D-14  0.42191D-14 -0.13262D-10
  0.24000D+00  0.48000D-02 -0.19045D-02 -0.19045D-02  0.64793D-10  0.77704D-10  0.81334D-11  0.17078D+03  0.55679D-05  0.55679D-05 -0.15225D-15 -0.21245D-14 -0.56397D-11
  0.24250D+00  0.48500D-02 -0.19282D-02 -0.19282D-02  0.64792D-10  0.77702D-10  0.81446D-11  0.17117D+03  0.34597D-05  0.34597D-05  0.76932D-15 -0.30265D-14  0.11592D-11
  0.24500D+00  0.49000D-02 -0.19520D-02 -0.19520D-02  0.64790D-10  0.77701D-10  0.81556D-11  0.17154D+03  0.20711D-05  0.20711D-05 -0.24908D-14  0.44438D-14 -0.30889D-11
  0.24750D+00  0.49500D-02 -0.19757D-02 -0.19757D-02  0.64788D-10  0.77699D-10  0.81669D-11  0.17192D+03  0.12364D-05  0.12364D-05  0.80961D-14  0.67667D-14  0.46631D-11
  0.25000D+00  0.50000D-02 -0.19995D-02 -0.19995D-02  0.64787D-10  0.77697D-10  0.81774D-11  0.17229D+03  0.80702D-06  0.80702D-06  0.36937D-14  0.20025D-14 -0.27082D-11
  0.25250D+00  0.50500D-02 -0.20233D-02 -0.20233D-02  0.64785D-10  0.77695D-10  0.81884D-11  0.17265D+03  0.64466D-06  0.64466D-06  0.16107D-14  0.61079D-15  0.73248D-11
  0.25500D+00  0.51000D-02 -0.20471D-02 -0.20471D-02  0.64784D-10  0.77693D-10  0.82000D-11  0.17302D+03  0.63825D-06  0.63825D-06  0.13185D-14  0.45963D-14 -0.82907D-12
  0.25750D+00  0.51500D-02 -0.20708D-02 -0.20708D-02  0.64782D-10  0.77691D-10  0.82114D-11  0.17338D+03  0.70755D-06  0.70755D-06  0.38612D-14  0.61109D-14 -0.57129D-11
  0.26000D+00  0.52000D-02 -0.20946D-02 -0.20946D-02  0.64781D-10  0.77689D-10  0.82237D-11  0.17375D+03  0.80028D-06  0.80028D-06  0.40674D-14  0.18389D-14  0.75379D-11
  0.26250D+00  0.52500D-02 -0.21184D-02 -0.21184D-02  0.64779D-10  0.77688D-10  0.82353D-11  0.17411D+03  0.88646D-06  0.88646D-06  0.11373D-14  0.23099D-14 -0.15442D-11
  0.26500D+00  0.53000D-02 -0.21422D-02 -0.21422D-02  0.64778D-10  0.77686D-10  0.82472D-11  0.17446D+03  0.95205D-06  0.95205D-06  0.13790D-14  0.72679D-14 -0.13424D-12
  0.26750D+00  0.53500D-02 -0.21660D-02 -0.21660D-02  0.64776D-10  0.77684D-10  0.82590D-11  0.17482D+03  0.99324D-06  0.99324D-06 -0.37265D-14  0.11669D-14 -0.78521D-11
  0.27000D+00  0.54000D-02 -0.21898D-02 -0.21898D-02  0.64775D-10  0.77682D-10  0.82714D-11  0.17517D+03  0.10120D-05  0.10120D-05  0.55474D-15 -0.94085D-15 -0.42702D-11
  0.27250D+00  0.54500D-02 -0.22136D-02 -0.22136D-02  0.64773D-10  0.77680D-10  0.82828D-11  0.17553D+03  0.10131D-05  0.10131D-05 -0.44530D-15  0.25171D-14 -0.58421D-11
  0.27500D+00  0.55000D-02 -0.22374D-02 -0.22374D-02  0.64772D-10  0.77678D-10  0.82939D-11  0.17587D+03  0.10017D-05  0.10017D-05  0.30796D-14  0.33168D-14 -0.92575D-11
  0.27750D+00  0.55500D-02 -0.22613D-02 -0.22613D-02  0.64770D-10  0.77677D-10  0.83050D-11  0.17622D+03  0.98254D-06  0.98254D-06  0.28717D-14  0.53314D-14 -0.65425D-11
  0.28000D+00  0.56000D-02 -0.22851D-02 -0.22851D-02  0.64768D-10  0.77675D-10  0.83179D-11  0.17656D+03  0.95936D-06  0.95936D-06 -0.66723D-14 -0.53358D-14  0.85520D-11
  0.28250D+00  0.56500D-02 -0.23089D-02 -0.23089D-02  0.64767D-10  0.77673D-10  0.83295D-11  0.17691D+03  0.93479D-06  0.93479D-06 -0.53756D-14 -0.38931D-14  0.81247D-12
  0.28500D+00  0.57000D-02 -0.23328D-02 -0.23328D-02  0.64765D-10  0.77671D-10  0.83419D-11  0.17724D+03  0.91046D-06  0.91045D-06  0.25625D-15 -0.23488D-14  0.15295D-11
  0.28750D+00  0.57500D-02 -0.23566D-02 -0.23566D-02  0.64764D-10  0.77669D-10  0.83543D-11  0.17758D+03  0.88722D-06  0.88723D-06 -0.32122D-14 -0.42571D-14  0.11596D-10
  0.29000D+00  0.58000D-02 -0.23804D-02 -0.23804D-02  0.64762D-10  0.77667D-10  0.83650D-11  0.17792D+03  0.86544D-06  0.86543D-06  0.57387D-14 -0.19932D-14 -0.38350D-11
  0.29250D+00  0.58500D-02 -0.24043D-02 -0.24043D-02  0.64761D-10  0.77665D-10  0.83771D-11  0.17825D+03  0.84509D-06  0.84509D-06  0.25853D-14 -0.13130D-14 -0.43490D-11
  0.29500D+00  0.59000D-02 -0.24281D-02 -0.24281D-02  0.64759D-10  0.77664D-10  0.83900D-11  0.17858D+03  0.82602D-06  0.82602D-06 -0.20934D-14 -0.26018D-14  0.18837D-11
  0.29750D+00  0.59500D-02 -0.24520D-02 -0.24520D-02  0.64758D-10  0.77662D-10  0.84021D-11  0.17891D+03  0.80799D-06  0.80799D-06 -0.49263D-14 -0.15548D-14 -0.90078D-11
  0.30000D+00  0.60000D-02 -0.24758D-02 -0.24758D-02  0.64756D-10  0.77660D-10  0.84157D-11  0.17923D+03  0.79077D-06  0.79078D-06  0.44676D-14 -0.14398D-14  0.13427D-10
  0.30250D+00  0.60500D-02 -0.24997D-02 -0.24997D-02  0.64755D-10  0.77658D-10  0.84269D-11  0.17956D+03  0.77419D-06  0.77419D-06  0.47945D-14  0.22800D-14 -0.43907D-11
  0.30500D+00  0.61000D-02 -0.25236D-02 -0.25236D-02  0.64753D-10  0.77656D-10  0.84382D-11  0.17988D+03  0.75808D-06  0.75808D-06  0.30706D-14  0.31514D-14 -0.94563D-11
  0.30750D+00  0.61500D-02 -0.25475D-02 -0.25475D-02  0.64751D-10  0.77654D-10  0.84530D-11  0.18020D+03  0.74235D-06  0.74235D-06 -0.29886D-14  0.68694D-14  0.10083D-10
  0.31000D+00  0.62000D-02 -0.25713D-02 -0.25713D-02  0.64750D-10  0.77653D-10  0.84664D-11  0.18052D+03  0.72695D-06  0.72695D-06 -0.82174D-15  0.76489D-15 -0.20277D-12
  0.31250D+00  0.62500D-02 -0.25952D-02 -0.25952D-02  0.64748D-10  0.77651D-10  0.84784D-11  0.18084D+03  0.71184D-06  0.71184D-06  0.12802D-14 -0.24070D-14 -0.10208D-10
  0.31500D+00  0.63000D-02 -0.26191D-02 -0.26191D-02  0.64747D-10  0.77649D-10  0.84917D-11  0.18115D+03  0.69702D-06  0.69701D-06 -0.51248D-15  0.24160D-15  0.82170D-11
